transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
5236,852,387,Quimba,mutual funds Deposit,22107,D,6/24/2017 0:00,Net Banking
6752,852,2845,National Bank,Personal Loan Deposit,21071,D,6/24/2017 0:00,Net Banking
6089,852,4052,National Bank,Personal Loan Deposit,3079,D,6/24/2017 0:00,Net Banking
926,852,982,Devpulse,savings account Deposit,21723,D,6/24/2017 0:00,Branch
9904,852,4415,National Bank,educational loan Deposit,10816,D,6/24/2017 0:00,Net Banking
8229,852,3937,Pixonyx,current account Deposit,15894,D,6/24/2017 0:00,Branch
867,852,3488,Quaxo,credit card Withdrawal,19562,W,6/24/2017 0:00,Branch
2225,852,4052,National Bank,Personal Loan Deposit,15923,D,6/24/2017 0:00,Net Banking
6662,852,4052,National Bank,Personal Loan Deposit,17219,D,6/24/2017 0:00,Net Banking
10971,852,3488,Kwimbee,credit card Withdrawal,20264,W,6/24/2017 0:00,Branch
8267,250,50,National Bank,educational loan Deposit,13200,D,6/23/2017 0:00,Net Banking
3027,250,3112,National Bank,home loan Deposit,13111,D,6/23/2017 0:00,Net Banking
3489,250,3541,Zoonoodle,credit card Withdrawal,17663,W,6/23/2017 0:00,Branch
3477,250,1498,National Bank,fixed deposit Deposit,19209,D,6/23/2017 0:00,Net Banking
6961,250,3541,Jaxworks,credit card Deposit,18530,D,6/23/2017 0:00,Branch
5760,580,1944,National Bank,health insurance Deposit,16100,D,6/22/2017 0:00,Net Banking
4798,580,1867,Kwinu,Equities Deposit,8576,D,6/22/2017 0:00,Net Banking
6475,580,1944,National Bank,health insurance Deposit,2839,D,6/22/2017 0:00,Net Banking
7354,580,1867,Jamia,Equities Deposit,11049,D,6/22/2017 0:00,Net Banking
2904,580,1944,National Bank,health insurance Deposit,12849,D,6/22/2017 0:00,Net Banking
6398,824,4463,Browsecat,current account Deposit,14347,D,6/21/2017 0:00,Branch
5239,924,1016,National Bank,car loan Deposit,6345,D,6/21/2017 0:00,Net Banking
7448,824,4759,Wordware,current account Deposit,18428,D,6/21/2017 0:00,Branch
4143,924,1016,National Bank,car loan Deposit,23121,D,6/21/2017 0:00,Net Banking
1490,924,574,National Bank,Personal Loan Deposit,9473,D,6/21/2017 0:00,Net Banking
8586,824,4759,Twitterbeat,current account Withdrawal,12370,W,6/21/2017 0:00,Branch
9757,924,1016,National Bank,car loan Deposit,13537,D,6/21/2017 0:00,Net Banking
2044,924,3701,Zoomlounge,Equities Deposit,7405,D,6/21/2017 0:00,Net Banking
2948,824,4463,Eayo,current account Withdrawal,15290,W,6/21/2017 0:00,Branch
370,608,4101,Linktype,mutual funds Deposit,10753,D,6/20/2017 0:00,Net Banking
9132,608,4519,Realblab,mutual funds Withdrawal,14848,W,6/20/2017 0:00,Net Banking
7905,608,4519,Skyba,mutual funds Deposit,13586,D,6/20/2017 0:00,Net Banking
10899,608,785,National Bank,health insurance Deposit,16574,D,6/20/2017 0:00,Net Banking
4040,608,4519,Feedbug,mutual funds Withdrawal,8565,W,6/20/2017 0:00,Net Banking
7393,608,4011,National Bank,motor insurance Deposit,17548,D,6/20/2017 0:00,Net Banking
7122,608,4101,Skipstorm,mutual funds Withdrawal,4027,W,6/20/2017 0:00,Net Banking
9672,608,3930,Devify,mutual funds Withdrawal,4748,W,6/20/2017 0:00,Net Banking
9994,608,3930,Gigabox,mutual funds Deposit,16637,D,6/20/2017 0:00,Net Banking
1429,608,4011,National Bank,motor insurance Deposit,5295,D,6/20/2017 0:00,Net Banking
7596,608,4519,Youopia,mutual funds Withdrawal,10267,W,6/20/2017 0:00,Net Banking
5688,608,1469,National Bank,motor insurance Deposit,23825,D,6/20/2017 0:00,Net Banking
8064,256,2185,National Bank,home loan Deposit,3618,D,6/19/2017 0:00,Net Banking
6509,256,3509,National Bank,life insurance Deposit,6846,D,6/19/2017 0:00,Net Banking
2667,256,2185,National Bank,home loan Deposit,22697,D,6/19/2017 0:00,Net Banking
398,256,3509,National Bank,life insurance Deposit,21486,D,6/19/2017 0:00,Net Banking
4601,256,2185,National Bank,home loan Deposit,7250,D,6/19/2017 0:00,Net Banking
2315,308,1833,National Bank,home insurance Deposit,3038,D,6/18/2017 0:00,Net Banking
8818,308,122,Wordify,Equities Deposit,18362,D,6/18/2017 0:00,Net Banking
3127,308,4986,National Bank,life insurance Deposit,2259,D,6/18/2017 0:00,Net Banking
10004,308,2718,National Bank,home insurance Deposit,1951,D,6/18/2017 0:00,Net Banking
6032,308,4986,National Bank,life insurance Deposit,11086,D,6/18/2017 0:00,Net Banking
9802,308,4986,National Bank,life insurance Deposit,23772,D,6/18/2017 0:00,Net Banking
9648,748,2498,National Bank,fixed deposit Deposit,16486,D,6/16/2017 0:00,Net Banking
3177,748,354,Roomm,Equities Deposit,22417,D,6/16/2017 0:00,Net Banking
2954,748,2498,National Bank,fixed deposit Deposit,10238,D,6/16/2017 0:00,Net Banking
418,748,2498,National Bank,fixed deposit Deposit,17127,D,6/16/2017 0:00,Net Banking
709,748,2678,National Bank,home insurance Deposit,13343,D,6/16/2017 0:00,Net Banking
1300,767,2015,National Bank,car loan Deposit,12735,D,6/15/2017 0:00,Net Banking
8922,767,2647,Dynazzy,savings account Deposit,10638,D,6/15/2017 0:00,Branch
4830,767,2647,Oyoba,savings account Withdrawal,24363,W,6/15/2017 0:00,Branch
5166,767,2647,Quamba,savings account Deposit,21071,D,6/15/2017 0:00,Branch
10030,767,2015,National Bank,car loan Deposit,2276,D,6/15/2017 0:00,Net Banking
2159,767,1211,National Bank,Personal Loan Deposit,10945,D,6/15/2017 0:00,Net Banking
1030,767,2746,Geba,Equities Withdrawal,7721,W,6/15/2017 0:00,Net Banking
3608,767,2015,National Bank,car loan Deposit,24027,D,6/15/2017 0:00,Net Banking
9771,767,4487,National Bank,life insurance Deposit,2183,D,6/15/2017 0:00,Net Banking
4232,767,4610,National Bank,home insurance Deposit,21503,D,6/15/2017 0:00,Net Banking
4686,767,4610,National Bank,home insurance Deposit,10910,D,6/15/2017 0:00,Net Banking
658,767,4919,Devcast,credit card Withdrawal,2609,W,6/15/2017 0:00,Branch
4696,767,2015,National Bank,car loan Deposit,19567,D,6/15/2017 0:00,Net Banking
1087,767,1151,National Bank,Personal Loan Deposit,5990,D,6/15/2017 0:00,Net Banking
3688,767,1181,National Bank,fixed deposit Deposit,5504,D,6/15/2017 0:00,Net Banking
760,652,3799,National Bank,home insurance Deposit,12014,D,6/14/2017 0:00,Net Banking
7149,652,3799,National Bank,home insurance Deposit,16731,D,6/14/2017 0:00,Net Banking
5699,652,400,National Bank,home insurance Deposit,15630,D,6/14/2017 0:00,Net Banking
737,652,400,National Bank,home insurance Deposit,2612,D,6/14/2017 0:00,Net Banking
2625,652,4929,National Bank,fixed deposit Deposit,13529,D,6/14/2017 0:00,Net Banking
1095,652,3799,National Bank,home insurance Deposit,16025,D,6/14/2017 0:00,Net Banking
2178,652,1217,Pixoboo,savings account Deposit,21723,D,6/14/2017 0:00,Branch
6656,247,2674,National Bank,health insurance Deposit,5798,D,6/11/2017 0:00,Net Banking
10573,247,2082,Demizz,credit card Deposit,3559,D,6/11/2017 0:00,Branch
7156,247,1244,National Bank,educational loan Deposit,16242,D,6/11/2017 0:00,Net Banking
8793,247,2082,Youspan,credit card Deposit,18985,D,6/11/2017 0:00,Branch
5477,247,4664,Zoonder,savings account Withdrawal,15526,W,6/11/2017 0:00,Branch
565,247,2658,Demizz,Equities Deposit,4002,D,6/11/2017 0:00,Net Banking
8758,247,2082,Wikibox,credit card Deposit,5571,D,6/11/2017 0:00,Branch
5475,247,2082,Demivee,credit card Withdrawal,23996,W,6/11/2017 0:00,Branch
5663,247,2957,Youspan,current account Deposit,5740,D,6/11/2017 0:00,Branch
9030,247,4664,Aimbo,savings account Withdrawal,2499,W,6/11/2017 0:00,Branch
4625,247,3449,National Bank,educational loan Deposit,19515,D,6/11/2017 0:00,Net Banking
3939,247,2674,National Bank,health insurance Deposit,11008,D,6/11/2017 0:00,Net Banking
6909,247,109,Devbug,Equities Withdrawal,20785,W,6/11/2017 0:00,Net Banking
9209,247,109,Eire,Equities Deposit,13972,D,6/11/2017 0:00,Net Banking
6436,247,1244,National Bank,educational loan Deposit,23416,D,6/11/2017 0:00,Net Banking
10105,247,3449,National Bank,educational loan Deposit,1977,D,6/11/2017 0:00,Net Banking
5604,802,1667,Linklinks,credit card Deposit,2567,D,6/9/2017 0:00,Branch
342,802,447,Zoozzy,current account Deposit,11088,D,6/9/2017 0:00,Branch
5654,644,2801,National Bank,life insurance Deposit,5825,D,6/8/2017 0:00,Net Banking
1169,644,3538,Demizz,Equities Deposit,23596,D,6/8/2017 0:00,Net Banking
4968,644,1965,National Bank,Personal Loan Deposit,19949,D,6/8/2017 0:00,Net Banking
8615,644,1098,National Bank,Personal Loan Deposit,15593,D,6/8/2017 0:00,Net Banking
8649,644,1060,National Bank,educational loan Deposit,17858,D,6/8/2017 0:00,Net Banking
434,644,4839,National Bank,home loan Deposit,23633,D,6/8/2017 0:00,Net Banking
507,644,1873,National Bank,home insurance Deposit,16618,D,6/8/2017 0:00,Net Banking
231,644,1965,National Bank,Personal Loan Deposit,6389,D,6/8/2017 0:00,Net Banking
3244,644,1965,National Bank,Personal Loan Deposit,2758,D,6/8/2017 0:00,Net Banking
9302,644,1965,National Bank,Personal Loan Deposit,6718,D,6/8/2017 0:00,Net Banking
4437,644,1992,National Bank,home insurance Deposit,8842,D,6/8/2017 0:00,Net Banking
2546,644,1965,National Bank,Personal Loan Deposit,12394,D,6/8/2017 0:00,Net Banking
6454,34,921,National Bank,car loan Deposit,8995,D,6/5/2017 0:00,Net Banking
2228,34,1374,National Bank,home loan Deposit,16733,D,6/5/2017 0:00,Net Banking
9105,34,1374,National Bank,home loan Deposit,11623,D,6/5/2017 0:00,Net Banking
2105,34,921,National Bank,car loan Deposit,7559,D,6/5/2017 0:00,Net Banking
7790,34,296,Topicshots,savings account Deposit,10439,D,6/5/2017 0:00,Branch
5223,34,1374,National Bank,home loan Deposit,4692,D,6/5/2017 0:00,Net Banking
823,34,296,Yacero,savings account Deposit,16316,D,6/5/2017 0:00,Branch
6871,34,296,Yabox,savings account Withdrawal,6876,W,6/5/2017 0:00,Branch
14,34,921,National Bank,car loan Deposit,19938,D,6/5/2017 0:00,Net Banking
8,34,2387,Yozio,mutual funds Withdrawal,5704,W,6/5/2017 0:00,Net Banking
1542,34,1374,National Bank,home loan Deposit,7569,D,6/5/2017 0:00,Net Banking
5100,34,4384,National Bank,fixed deposit Deposit,4171,D,6/5/2017 0:00,Net Banking
3436,34,4384,National Bank,fixed deposit Deposit,11220,D,6/5/2017 0:00,Net Banking
2463,34,3386,National Bank,life insurance Deposit,18390,D,6/5/2017 0:00,Net Banking
7506,34,1374,National Bank,home loan Deposit,1195,D,6/5/2017 0:00,Net Banking
4522,475,2538,Brainverse,Equities Deposit,6809,D,6/4/2017 0:00,Net Banking
5102,789,1101,Dynazzy,mutual funds Withdrawal,10637,W,6/4/2017 0:00,Net Banking
1521,475,3738,National Bank,car loan Deposit,18241,D,6/4/2017 0:00,Net Banking
540,475,1714,National Bank,home insurance Deposit,1008,D,6/4/2017 0:00,Net Banking
3361,475,3738,National Bank,car loan Deposit,12046,D,6/4/2017 0:00,Net Banking
8627,475,3045,National Bank,home loan Deposit,17839,D,6/4/2017 0:00,Net Banking
3456,789,1101,DabZ,mutual funds Deposit,15836,D,6/4/2017 0:00,Net Banking
5008,475,3738,National Bank,car loan Deposit,19023,D,6/4/2017 0:00,Net Banking
6252,475,3738,National Bank,car loan Deposit,3337,D,6/4/2017 0:00,Net Banking
9108,475,2538,Flipstorm,Equities Deposit,23393,D,6/4/2017 0:00,Net Banking
6410,475,3738,National Bank,car loan Deposit,16140,D,6/4/2017 0:00,Net Banking
3273,475,3045,National Bank,home loan Deposit,21549,D,6/4/2017 0:00,Net Banking
2633,789,37,National Bank,fixed deposit Deposit,18957,D,6/4/2017 0:00,Net Banking
2055,789,37,National Bank,fixed deposit Deposit,3976,D,6/4/2017 0:00,Net Banking
5392,475,1714,National Bank,home insurance Deposit,15375,D,6/4/2017 0:00,Net Banking
7209,475,3045,National Bank,home loan Deposit,3013,D,6/4/2017 0:00,Net Banking
3738,475,1714,National Bank,home insurance Deposit,20095,D,6/4/2017 0:00,Net Banking
2305,126,4834,Linklinks,Equities Deposit,3561,D,6/1/2017 0:00,Net Banking
10745,88,2998,National Bank,home loan Deposit,3130,D,6/1/2017 0:00,Net Banking
2953,126,3310,Buzzshare,mutual funds Deposit,21808,D,6/1/2017 0:00,Net Banking
8944,88,4313,National Bank,Personal Loan Deposit,14524,D,6/1/2017 0:00,Net Banking
1432,126,647,Topicware,savings account Deposit,3474,D,6/1/2017 0:00,Branch
4119,126,647,Jayo,savings account Withdrawal,7915,W,6/1/2017 0:00,Branch
8357,88,4304,Layo,credit card Deposit,8575,D,6/1/2017 0:00,Branch
5624,126,4834,Gabcube,Equities Withdrawal,24641,W,6/1/2017 0:00,Net Banking
2071,126,4834,Quire,Equities Deposit,2472,D,6/1/2017 0:00,Net Banking
9993,88,4313,National Bank,Personal Loan Deposit,9492,D,6/1/2017 0:00,Net Banking
1325,88,1684,Photobug,credit card Deposit,14041,D,6/1/2017 0:00,Branch
3172,126,2117,National Bank,motor insurance Deposit,23821,D,6/1/2017 0:00,Net Banking
676,88,1158,National Bank,educational loan Deposit,23199,D,6/1/2017 0:00,Net Banking
8594,88,1684,Tazz,credit card Deposit,4825,D,6/1/2017 0:00,Branch
8488,88,2998,National Bank,home loan Deposit,7890,D,6/1/2017 0:00,Net Banking
10721,88,1684,Yakijo,credit card Deposit,3297,D,6/1/2017 0:00,Net Banking
265,88,4313,National Bank,Personal Loan Deposit,4993,D,6/1/2017 0:00,Net Banking
1200,88,1158,National Bank,educational loan Deposit,10618,D,6/1/2017 0:00,Net Banking
7181,88,3948,Skyble,savings account Deposit,20242,D,6/1/2017 0:00,Net Banking
8156,126,2117,National Bank,motor insurance Deposit,4312,D,6/1/2017 0:00,Net Banking
163,126,3310,Trilith,mutual funds Withdrawal,4195,W,6/1/2017 0:00,Net Banking
3091,88,4304,Feednation,credit card Deposit,23295,D,6/1/2017 0:00,Net Banking
6534,88,2998,National Bank,home loan Deposit,8632,D,6/1/2017 0:00,Net Banking
3315,126,4834,Fliptune,Equities Withdrawal,23276,W,6/1/2017 0:00,Net Banking
1747,88,1684,Jatri,credit card Deposit,16433,D,6/1/2017 0:00,Net Banking
9639,88,2998,National Bank,home loan Deposit,7094,D,6/1/2017 0:00,Net Banking
467,126,4834,Voomm,Equities Deposit,23330,D,6/1/2017 0:00,Net Banking
4538,126,2117,National Bank,motor insurance Deposit,5223,D,6/1/2017 0:00,Net Banking
9778,88,4313,National Bank,Personal Loan Deposit,3858,D,6/1/2017 0:00,Net Banking
7335,88,1158,National Bank,educational loan Deposit,8817,D,6/1/2017 0:00,Net Banking
6493,88,1695,Flipbug,current account Deposit,14673,D,6/1/2017 0:00,Net Banking
10631,88,1684,Brainsphere,credit card Deposit,1221,D,6/1/2017 0:00,Net Banking
8643,88,3948,Tagcat,savings account Withdrawal,8817,W,6/1/2017 0:00,Net Banking
9242,194,2072,National Bank,motor insurance Deposit,10236,D,5/30/2017 0:00,Net Banking
1984,194,3370,National Bank,health insurance Deposit,6953,D,5/30/2017 0:00,Net Banking
6352,756,1900,Tagfeed,Equities Deposit,16571,D,5/30/2017 0:00,Net Banking
480,756,742,National Bank,life insurance Deposit,17477,D,5/30/2017 0:00,Net Banking
2518,756,1900,Gabtype,Equities Withdrawal,14376,W,5/30/2017 0:00,Net Banking
8283,229,691,Dynazzy,credit card Deposit,20816,D,5/30/2017 0:00,Net Banking
5590,577,4529,Ailane,mutual funds Withdrawal,13013,W,5/30/2017 0:00,Net Banking
6384,756,3222,National Bank,health insurance Deposit,22811,D,5/30/2017 0:00,Net Banking
1277,756,4539,Skipfire,Equities Deposit,24683,D,5/30/2017 0:00,Net Banking
7839,756,4748,Oyoloo,credit card Deposit,19006,D,5/30/2017 0:00,Net Banking
2365,194,3423,National Bank,home loan Deposit,7411,D,5/30/2017 0:00,Net Banking
6274,846,4103,National Bank,home loan Deposit,11889,D,5/30/2017 0:00,Net Banking
3309,846,4103,National Bank,home loan Deposit,11800,D,5/30/2017 0:00,Net Banking
2339,194,1565,Feedfire,Equities Deposit,8680,D,5/30/2017 0:00,Net Banking
351,194,3370,National Bank,health insurance Deposit,4278,D,5/30/2017 0:00,Net Banking
4688,194,1565,Realcube,Equities Deposit,22291,D,5/30/2017 0:00,Net Banking
6256,756,742,National Bank,life insurance Deposit,19164,D,5/30/2017 0:00,Net Banking
35,577,4529,Eayo,mutual funds Deposit,6523,D,5/30/2017 0:00,Net Banking
8418,756,4798,National Bank,fixed deposit Deposit,2267,D,5/30/2017 0:00,Net Banking
2166,756,742,National Bank,life insurance Deposit,6054,D,5/30/2017 0:00,Net Banking
5764,229,691,Brightbean,credit card Deposit,1092,D,5/30/2017 0:00,Net Banking
5601,194,3370,National Bank,health insurance Deposit,20017,D,5/30/2017 0:00,Net Banking
3959,194,607,National Bank,health insurance Deposit,6656,D,5/30/2017 0:00,Net Banking
10668,756,4748,Cogibox,credit card Withdrawal,20736,W,5/30/2017 0:00,Net Banking
7425,194,2072,National Bank,motor insurance Deposit,21333,D,5/30/2017 0:00,Net Banking
8282,194,876,National Bank,educational loan Deposit,13720,D,5/30/2017 0:00,Net Banking
3557,194,3300,National Bank,fixed deposit Deposit,10183,D,5/30/2017 0:00,Net Banking
5484,756,1900,Jetpulse,Equities Deposit,17630,D,5/30/2017 0:00,Net Banking
2006,916,3379,National Bank,car loan Deposit,9281,D,5/30/2017 0:00,Net Banking
1397,577,4529,Eire,mutual funds Deposit,6348,D,5/30/2017 0:00,Net Banking
2960,605,4372,Kwimbee,savings account Withdrawal,4131,W,5/29/2017 0:00,Net Banking
9022,771,2388,National Bank,fixed deposit Deposit,22683,D,5/28/2017 0:00,Net Banking
8961,771,413,National Bank,educational loan Deposit,15625,D,5/28/2017 0:00,Net Banking
6084,771,2388,National Bank,fixed deposit Deposit,15680,D,5/28/2017 0:00,Net Banking
10933,771,3697,National Bank,fixed deposit Deposit,5542,D,5/28/2017 0:00,Net Banking
10353,771,2388,National Bank,fixed deposit Deposit,8951,D,5/28/2017 0:00,Net Banking
4359,410,94,Skynoodle,savings account Withdrawal,5851,W,5/28/2017 0:00,Net Banking
4630,771,3697,National Bank,fixed deposit Deposit,8991,D,5/28/2017 0:00,Net Banking
5612,410,94,Oyonder,savings account Deposit,13116,D,5/28/2017 0:00,Net Banking
3148,771,2388,National Bank,fixed deposit Deposit,2625,D,5/28/2017 0:00,Net Banking
5016,771,2388,National Bank,fixed deposit Deposit,1698,D,5/28/2017 0:00,Net Banking
5806,148,1093,Zoomlounge,Equities Deposit,12469,D,5/28/2017 0:00,Net Banking
7207,771,3466,National Bank,health insurance Deposit,17813,D,5/28/2017 0:00,Net Banking
5075,76,4542,Rhyzio,Equities Deposit,17811,D,5/28/2017 0:00,Net Banking
2555,771,2103,National Bank,home loan Deposit,4412,D,5/28/2017 0:00,Net Banking
20,771,413,National Bank,educational loan Deposit,16533,D,5/28/2017 0:00,Net Banking
1796,771,3697,National Bank,fixed deposit Deposit,5859,D,5/28/2017 0:00,Net Banking
2254,771,3697,National Bank,fixed deposit Deposit,15372,D,5/28/2017 0:00,Net Banking
3829,31,2823,Tagopia,Equities Deposit,23050,D,5/27/2017 0:00,Net Banking
8819,375,4726,National Bank,health insurance Deposit,20035,D,5/27/2017 0:00,Net Banking
6483,31,2823,Oozz,Equities Deposit,11327,D,5/27/2017 0:00,Net Banking
8831,31,2823,Centimia,Equities Deposit,22611,D,5/27/2017 0:00,Net Banking
1560,288,500,National Bank,car loan Deposit,12160,D,5/26/2017 0:00,Net Banking
3302,953,356,National Bank,fixed deposit Deposit,21097,D,5/26/2017 0:00,Net Banking
7317,329,4465,National Bank,Personal Loan Deposit,19117,D,5/25/2017 0:00,Net Banking
7928,329,4465,National Bank,Personal Loan Deposit,9731,D,5/25/2017 0:00,Net Banking
2531,487,4030,National Bank,car loan Deposit,4901,D,5/25/2017 0:00,Net Banking
4747,329,4465,National Bank,Personal Loan Deposit,13757,D,5/25/2017 0:00,Net Banking
626,179,4032,Meeveo,savings account Deposit,16506,D,5/23/2017 0:00,Net Banking
5443,113,3850,National Bank,motor insurance Deposit,13554,D,5/23/2017 0:00,Net Banking
7739,179,4032,Avavee,savings account Deposit,15453,D,5/23/2017 0:00,Net Banking
2283,113,3850,National Bank,motor insurance Deposit,6388,D,5/23/2017 0:00,Net Banking
7561,113,3850,National Bank,motor insurance Deposit,19545,D,5/23/2017 0:00,Net Banking
4984,160,1031,National Bank,Personal Loan Deposit,10279,D,5/23/2017 0:00,Net Banking
9556,510,36,National Bank,motor insurance Deposit,9418,D,5/23/2017 0:00,Net Banking
8325,118,362,National Bank,life insurance Deposit,13871,D,5/22/2017 0:00,Net Banking
7162,729,4864,Devbug,current account Withdrawal,12415,W,5/22/2017 0:00,Net Banking
4025,729,4864,Brainlounge,current account Deposit,14677,D,5/22/2017 0:00,Net Banking
8582,199,465,National Bank,Personal Loan Deposit,16084,D,5/22/2017 0:00,Net Banking
6612,118,362,National Bank,life insurance Deposit,5723,D,5/22/2017 0:00,Net Banking
5949,351,180,Skidoo,mutual funds Withdrawal,11020,W,5/21/2017 0:00,Net Banking
5097,351,432,National Bank,car loan Deposit,4951,D,5/21/2017 0:00,Net Banking
8659,49,1797,National Bank,motor insurance Deposit,22897,D,5/21/2017 0:00,Net Banking
10200,49,1797,National Bank,motor insurance Deposit,23295,D,5/21/2017 0:00,Net Banking
47,351,180,Agivu,mutual funds Withdrawal,21372,W,5/21/2017 0:00,Net Banking
10567,351,432,National Bank,car loan Deposit,23297,D,5/21/2017 0:00,Net Banking
10215,351,3545,National Bank,home insurance Deposit,7268,D,5/21/2017 0:00,Net Banking
5119,351,432,National Bank,car loan Deposit,20202,D,5/21/2017 0:00,Net Banking
1716,351,3545,National Bank,home insurance Deposit,15580,D,5/21/2017 0:00,Net Banking
1718,583,4154,Kwinu,current account Deposit,17394,D,5/20/2017 0:00,Net Banking
8957,583,4154,Viva,current account Withdrawal,24097,W,5/20/2017 0:00,Net Banking
4028,59,2550,National Bank,life insurance Deposit,21742,D,5/20/2017 0:00,Net Banking
10829,951,2333,Twinder,current account Withdrawal,19585,W,5/20/2017 0:00,Net Banking
3843,951,4049,National Bank,home insurance Deposit,4581,D,5/20/2017 0:00,Net Banking
7918,951,2333,Blogtags,current account Withdrawal,10538,W,5/20/2017 0:00,Net Banking
2226,951,4049,National Bank,home insurance Deposit,3867,D,5/20/2017 0:00,Net Banking
7186,597,1937,Gabspot,current account Deposit,5861,D,5/19/2017 0:00,Net Banking
5983,597,1834,Skipfire,Equities Withdrawal,11446,W,5/19/2017 0:00,Net Banking
1217,597,3442,National Bank,Personal Loan Deposit,9711,D,5/19/2017 0:00,Net Banking
10615,597,4436,National Bank,life insurance Deposit,8854,D,5/19/2017 0:00,Net Banking
533,597,1937,Jabberbean,current account Deposit,21711,D,5/19/2017 0:00,Net Banking
4602,597,1937,Blogspan,current account Withdrawal,17272,W,5/19/2017 0:00,Net Banking
5041,197,1271,National Bank,fixed deposit Deposit,3934,D,5/18/2017 0:00,Net Banking
2974,148,4506,National Bank,life insurance Deposit,15774,D,5/18/2017 0:00,Net Banking
1532,235,2018,Kayveo,current account Withdrawal,12694,W,5/17/2017 0:00,Net Banking
6482,124,2267,National Bank,home insurance Deposit,16883,D,5/17/2017 0:00,Net Banking
7254,235,2018,Feedbug,current account Deposit,18015,D,5/17/2017 0:00,Net Banking
4738,717,2178,Rhyzio,savings account Deposit,1330,D,5/17/2017 0:00,Net Banking
1946,998,20,National Bank,home insurance Deposit,5995,D,5/16/2017 0:00,Net Banking
